Date,symbol,Open,High,Low,Close,Volume
2024-07-16,300137,4.23,4.43,4.23,4.33,52254
2024-07-17,300137,4.38,4.38,4.06,4.06,112974
2024-07-18,300137,4.1,4.19,4.0,4.16,62885
2024-07-19,300137,4.2,4.41,4.1,4.27,72988
2024-07-22,300137,4.31,4.45,4.24,4.36,74744
2024-07-23,300137,4.34,4.45,4.28,4.3,54552
2024-07-24,300137,4.25,4.31,4.22,4.3,45332
2024-07-25,300137,4.26,4.34,4.21,4.32,38998
2024-07-26,300137,4.35,4.39,4.33,4.37,30286
2024-07-29,300137,4.37,4.39,4.26,4.31,41283
2024-07-30,300137,4.27,4.35,4.24,4.27,53973
2024-07-31,300137,4.29,4.33,4.23,4.31,64113
2024-08-01,300137,4.34,4.39,4.28,4.29,67764
2024-08-02,300137,4.25,4.3,4.14,4.22,62614
2024-08-05,300137,4.21,4.44,4.17,4.19,116665
2024-08-06,300137,4.18,4.24,4.07,4.21,84584
2024-08-07,300137,4.19,4.23,4.17,4.19,35010
2024-08-08,300137,4.19,4.2,4.11,4.18,34898
2024-08-09,300137,4.19,4.24,4.13,4.14,27348
2024-08-12,300137,4.44,4.54,4.14,4.16,156449
2024-08-13,300137,4.09,4.18,3.92,4.14,122870
2024-08-14,300137,4.13,4.23,4.13,4.14,58833
2024-08-15,300137,4.11,4.2,4.08,4.15,45611
2024-08-16,300137,4.15,4.17,4.09,4.11,29661
2024-08-19,300137,4.1,4.14,4.04,4.09,31330
2024-08-20,300137,3.99,4.16,3.9,3.95,103705
2024-08-21,300137,3.96,4.09,3.91,4.03,65566
2024-08-22,300137,4.03,4.18,3.97,4.0,82083
2024-08-23,300137,4.0,4.07,3.96,4.01,49048
2024-08-26,300137,4.03,4.1,3.97,4.02,50080
2024-08-27,300137,4.03,4.03,3.94,3.94,30518
2024-08-28,300137,3.93,4.02,3.91,3.94,38947
2024-08-29,300137,3.96,3.97,3.91,3.92,32536
2024-08-30,300137,3.92,3.99,3.87,3.89,62757
2024-09-02,300137,3.89,3.98,3.89,3.91,51144
